ID,City,District,Neighborhood,Condition,Type,Rooms,Area_m2,Lift,Views,Floor_number,Price
2388,Barcelona,Sant Andreu,La Sagrera,Needs Refurb,Flat,4,78,Yes,Exterior,Floor 5,245000
2389,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,5,96,No,Exterior,Floor 4,370000
2390,Barcelona,Horta-Guinardó,El Guinardó,Needs Refurb,Duplex,3,79,Yes,Exterior,Floor 1,260000
2391,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,2,50,Yes,Exterior,Floor 4,200000
2392,Barcelona,Sant Martí,Sant Martí De Provençals,Needs Refurb,Flat,3,75,Yes,Exterior,Floor 6,210000
2393,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,3,106,Yes,Exterior,Floor 2,550000
2394,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Needs Refurb,Flat,4,102,Yes,Exterior,Floor 1,265000
2395,Barcelona,Sants-Montjuïc,Sants - Badal,Needs Refurb,Flat,3,60,Yes,Exterior,Floor 5,175000
2396,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,4,75,Yes,Exterior,Floor 6,255000
2397,Barcelona,Sant Andreu,La Sagrera,Needs Refurb,Flat,4,85,Yes,Exterior,Floor 3,270000
2398,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,2,78,Yes,Exterior,Floor 1,315000
2399,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,5,103,No,Exterior,Floor 5,249000
2400,Barcelona,Nou Barris,La Prosperitat,Needs Refurb,Flat,3,58,Yes,Interior,Floor 1,168000
2401,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Needs Refurb,Detached,2,70,No,Exterior,Multiple,235000
2402,Barcelona,Sants-Montjuïc,La Font De La Guatlla,Needs Refurb,Flat,4,75,Yes,Exterior,Floor 1,279000
2403,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,4,120,Yes,Exterior,Floor 5,388000
2404,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,2,120,Yes,Exterior,Floor 4,695000
2405,Barcelona,Horta-Guinardó,La Teixonera,Needs Refurb,Flat,3,60,No,Exterior,Floor 2,129000
2406,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Needs Refurb,Flat,1,95,Yes,Exterior,Ground Floor,199000
2407,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,3,66,Yes,Exterior,Mezzanine,270000
2408,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,4,100,Yes,Exterior,Floor 2,390000
2409,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,76,Yes,Exterior,Floor 4,220000
2410,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,2,44,No,Exterior,Floor 4,120000
2411,Barcelona,Sant Martí,La Verneda I La Pau,Needs Refurb,Flat,3,73,Yes,Exterior,Floor 1,160000
2412,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,3,79,No,Exterior,Floor 1,280000
2413,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,2,94,Yes,Exterior,Floor 1,525000
2414,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,5,144,Yes,Exterior,Floor 3,770000
2415,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Needs Refurb,Flat,5,144,Yes,Exterior,Floor 5,720000
2416,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Needs Refurb,Flat,5,280,Yes,Exterior,Floor 1,1260000
2417,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Flat,3,146,Yes,Exterior,Floor 3,1450000
2418,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,5,314,Yes,Exterior,Floor 3,1750000
2419,Barcelona,Sant Martí,Provençals Del Poblenou,Needs Refurb,Flat,4,125,Yes,Exterior,Floor 4,275000
2420,Barcelona,Les Corts,Pedralbes,Needs Refurb,House,8,836,No,Exterior,Multiple,4600000
2421,Barcelona,Les Corts,Pedralbes,Needs Refurb,Detached,4,500,No,Exterior,Multiple,3400000
2422,Barcelona,Sant Martí,La Verneda I La Pau,Needs Refurb,Flat,2,61,Yes,Exterior,Floor 7,159900
2423,Barcelona,Sant Andreu,El Bon Pastor,Needs Refurb,Flat,3,57,Yes,Exterior,Floor 3,114900
2424,Barcelona,Sants-Montjuïc,La Marina De Port,Needs Refurb,Flat,4,80,Yes,Exterior,Floor 4,165000
2425,Barcelona,Horta-Guinardó,Sant Genís Dels Agudells,Needs Refurb,Flat,3,66,Yes,Exterior,Floor 5,175000
2426,Barcelona,Horta-Guinardó,El Baix Guinardó,Needs Refurb,Flat,3,90,Yes,Exterior,Floor 5,400000
2427,Barcelona,Sants-Montjuïc,La Font De La Guatlla,Needs Refurb,Flat,5,140,Yes,Exterior,Floor 4,380000
2428,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,4,124,Yes,Interior,Floor 1,390000
2429,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Flat,4,130,Yes,Exterior,Floor 3,625000
2430,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,2,45,Yes,Exterior,Floor 5,178000
2431,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,2,50,Yes,Exterior,Floor 3,178000
2432,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,2,100,Yes,Exterior,Ground Floor,230000
2433,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,2,75,Yes,Exterior,Floor 5,230000
2434,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Penthouse,1,73,Yes,Exterior,Floor 7,470000
2435,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,2,79,Yes,Exterior,Floor 3,450000
2436,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,2,79,Yes,Exterior,Floor 5,460000
2437,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,3,73,Yes,Exterior,Floor 2,355000
2438,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,3,73,Yes,Interior,Floor 9,435000
2439,Barcelona,Sant Andreu,Sant Andreu,Needs Refurb,Flat,3,88,Yes,Exterior,Floor 5,300000
2440,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,4,85,No,Exterior,Floor 2,283000
2441,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,4,90,Yes,Exterior,Mezzanine,350000
2442,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Needs Refurb,Detached,3,173,No,Exterior,Multiple,330000
2443,Barcelona,Horta-Guinardó,El Carmel,Needs Refurb,Flat,2,75,No,Exterior,Floor 2,135000
2444,Barcelona,Sant Martí,El Poblenou,Needs Refurb,Flat,1,58,No,Exterior,Ground Floor,176000
2445,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,2,84,No,Exterior,Floor 2,295000
2446,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,3,78,No,Exterior,Floor 4,158000
2447,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,4,200,Yes,Exterior,Floor 3,1200000
2448,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,2,65,Yes,Exterior,Floor 6,195000
2449,Barcelona,Sant Andreu,La Sagrera,Needs Refurb,Flat,2,75,Yes,Exterior,Floor 1,280000
2450,Barcelona,Horta-Guinardó,La Teixonera,Needs Refurb,Flat,3,70,No,Exterior,Floor 4,176000
2451,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Needs Refurb,Penthouse,1,33,Yes,Exterior,Floor 5,215000
2452,Barcelona,Sants-Montjuïc,Hostafrancs,Needs Refurb,Flat,1,30,No,Exterior,Floor 2,135000
2453,Barcelona,Nou Barris,La Trinitat Nova,Needs Refurb,Flat,3,74,Yes,Exterior,Floor 1,129999
2454,Barcelona,Eixample,El Fort Pienc,Needs Refurb,Flat,3,86,Yes,Exterior,Floor 3,295000
2455,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,87,Yes,Exterior,Floor 2,199000
2456,Barcelona,Nou Barris,La Trinitat Nova,Needs Refurb,Flat,3,79,Yes,Exterior,Floor 4,142900
2457,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,4,101,Yes,Exterior,Floor 6,475000
2458,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,5,140,Yes,Exterior,Floor 3,990000
2459,Barcelona,Sants-Montjuïc,Sants - Badal,Needs Refurb,Flat,2,75,No,Exterior,Floor 2,200000
2460,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Needs Refurb,Flat,6,355,Yes,Exterior,Floor 2,2300000
2461,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Penthouse,1,40,Yes,Exterior,Floor 6,195000
2462,Barcelona,Sant Martí,El Besòs I El Maresme,Needs Refurb,Flat,2,60,Yes,Exterior,Floor 6,120000
2463,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,11,536,Yes,Exterior,Floor 1,1850000
2464,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Needs Refurb,Flat,3,52,No,Interior,Floor 3,165000
2465,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,2,51,Yes,Interior,Floor 4,215000
2466,Barcelona,Sant Martí,La Verneda I La Pau,Needs Refurb,Flat,4,131,Yes,Exterior,Floor 1,199900
2467,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,75,Yes,Exterior,Floor 2,235000
2468,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,3,85,No,Exterior,Floor 1,216000
2469,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,4,108,Yes,Exterior,Floor 1,550000
2470,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,53,Yes,Exterior,Mezzanine,244500
2471,Barcelona,Eixample,El Fort Pienc,Needs Refurb,Flat,4,80,Yes,Exterior,Floor 3,305000
2472,Barcelona,Sant Andreu,Sant Andreu,Needs Refurb,Flat,3,70,Yes,Exterior,Floor 2,199000
2473,Barcelona,Horta-Guinardó,El Carmel,Needs Refurb,Flat,2,76,Yes,Exterior,Floor 1,200500
2474,Barcelona,Sant Martí,El Besòs I El Maresme,Needs Refurb,Flat,3,70,Yes,Exterior,Floor 5,135000
2475,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,3,107,Yes,Exterior,Floor 7,435000
2476,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,3,47,No,Exterior,Floor 2,135000
2477,Barcelona,Horta-Guinardó,El Carmel,Needs Refurb,Flat,3,68,Yes,Interior,Ground Floor,125000
2478,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,4,70,Yes,Exterior,Floor 1,330000
2479,Barcelona,Horta-Guinardó,El Carmel,Needs Refurb,Flat,3,70,Yes,Exterior,Mezzanine,155000
2480,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,3,119,No,Exterior,Floor 2,395000
2481,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,3,80,No,Exterior,Floor 1,335000
2482,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Penthouse,4,111,No,Interior,Floor 4,380000
2483,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,4,100,Yes,Exterior,Floor 5,475000
2484,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,4,140,Yes,Exterior,Floor 3,860000
2485,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Needs Refurb,Flat,5,185,No,Exterior,Mezzanine,700000
2486,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Needs Refurb,Flat,2,66,Yes,Interior,Mezzanine,340000
2487,Barcelona,Sant Martí,El Poblenou,Needs Refurb,Flat,1,53,No,Exterior,Floor 3,235000
2488,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,2,45,No,Interior,Floor 1,93000
2489,Barcelona,Les Corts,Les Corts,Needs Refurb,Flat,4,103,Yes,Exterior,Floor 1,395000
2490,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,2,53,No,Interior,Floor 2,141500
2491,Barcelona,Horta-Guinardó,Can Baró,Needs Refurb,Flat,3,60,Yes,Exterior,Ground Floor,206000
2492,Barcelona,Sant Andreu,La Sagrera,Needs Refurb,Flat,3,81,Yes,Exterior,Floor 4,235000
2493,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,111,Yes,Exterior,Floor 4,422500
2494,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,4,90,Yes,Exterior,Floor 2,390000
2495,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Needs Refurb,Flat,2,51,Yes,Exterior,Floor 2,195000
2496,Barcelona,Sant Martí,Sant Martí De Provençals,Needs Refurb,Flat,3,75,Yes,Exterior,Floor 6,210000
2497,Barcelona,Sant Martí,El Clot,Needs Refurb,Flat,3,80,Yes,Exterior,Floor 2,265000
2498,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Flat,4,161,No,Exterior,Floor 1,325000
2499,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Penthouse,2,66,Yes,Exterior,Floor 5,399000
2500,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Penthouse,3,66,No,Exterior,Floor 4,320000
2501,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,4,143,Yes,Exterior,Floor 1,795000
2502,Barcelona,Horta-Guinardó,El Carmel,Needs Refurb,Flat,3,80,Yes,Exterior,Floor 1,200000
2503,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Terraced,2,98,No,Exterior,Multiple,275000
2504,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,5,230,Yes,Exterior,Floor 4,890000
2505,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Needs Refurb,Flat,5,200,Yes,Exterior,Floor 7,1350000
2506,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Needs Refurb,Flat,5,280,Yes,Exterior,Floor 3,1880000
2507,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,5,150,Yes,Exterior,Floor 2,640000
2508,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,2,53,No,Exterior,Mezzanine,225000
2509,Barcelona,Horta-Guinardó,La Vall D'Hebron,Needs Refurb,Flat,3,58,Yes,Exterior,Floor 5,225000
2510,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,4,100,Yes,Interior,Floor 3,420000
2511,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,2,60,Yes,Interior,Ground Floor,150000
2512,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,2,61,No,Exterior,Floor 3,290000
2513,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,5,160,Yes,Exterior,Floor 1,675000
2514,Barcelona,Sants-Montjuïc,Hostafrancs,Needs Refurb,Flat,4,95,Yes,Exterior,Floor 3,320000
2515,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,2,56,No,Interior,Floor 2,195000
2516,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,137,Yes,Exterior,Floor 4,790000
2517,Barcelona,Horta-Guinardó,Horta,Needs Refurb,Detached,6,160,No,Exterior,Multiple,499999
2518,Barcelona,Sant Martí,Sant Martí De Provençals,Needs Refurb,Flat,3,80,Yes,Exterior,Floor 6,155000
2519,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,6,185,Yes,Exterior,Floor 3,770000
2520,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,2,65,Yes,Exterior,Floor 5,295000
2521,Barcelona,Sant Martí,El Clot,Needs Refurb,Flat,3,70,Yes,Exterior,Floor 4,270000
2522,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,70,No,Exterior,Floor 1,190000
2523,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,5,87,Yes,Exterior,Floor 1,417000
2524,Barcelona,Sant Martí,Sant Martí De Provençals,Needs Refurb,Flat,3,94,Yes,Exterior,Floor 1,215000
2525,Barcelona,Sants-Montjuïc,La Bordeta,Needs Refurb,Flat,4,110,Yes,Exterior,Floor 7,336000
2526,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,4,85,Yes,Exterior,Floor 5,330000
2527,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,4,95,Yes,Exterior,Floor 7,400000
2528,Barcelona,Nou Barris,Porta,Needs Refurb,Flat,3,65,Yes,Interior,Floor 1,157500
2529,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Needs Refurb,Flat,5,195,Yes,Exterior,Floor 2,980000
2530,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Needs Refurb,Flat,3,85,No,Exterior,Mezzanine,315000
2531,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Needs Refurb,Flat,3,85,Yes,Exterior,Floor 2,269000
2532,Barcelona,Eixample,El Fort Pienc,Needs Refurb,Penthouse,9,165,Yes,Exterior,Floor 5,680000
2533,Barcelona,Gràcia,La Salut,Needs Refurb,Flat,4,160,Yes,Exterior,Ground Floor,450000
2534,Barcelona,Horta-Guinardó,El Baix Guinardó,Needs Refurb,Flat,3,60,Yes,Exterior,Floor 1,240000
2535,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,5,126,Yes,Exterior,Floor 1,570000
2536,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Terraced,1,73,No,Exterior,Multiple,240000
2537,Barcelona,Horta-Guinardó,Horta,Needs Refurb,Detached,8,296,No,Exterior,Multiple,630000
2538,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,75,Yes,Exterior,Floor 4,235000
2539,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Penthouse,3,70,No,Exterior,Floor 3,350000
2540,Barcelona,Nou Barris,La Guineueta,Needs Refurb,Flat,3,80,Yes,Exterior,Floor 6,240000
2541,Barcelona,Nou Barris,Canyelles,Needs Refurb,Flat,3,100,Yes,Exterior,Floor 5,190000
2542,Barcelona,Horta-Guinardó,Horta,Needs Refurb,Flat,4,75,No,Exterior,Floor 2,210000
2543,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,3,80,Yes,Exterior,Floor 4,495000
2544,Barcelona,Sants-Montjuïc,Hostafrancs,Needs Refurb,Flat,1,20,No,Exterior,Mezzanine,100000
2545,Barcelona,Sant Martí,El Poblenou,Needs Refurb,Flat,2,71,Yes,Exterior,Floor 1,220000
2546,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,5,256,Yes,Exterior,Floor 1,1750000
2547,Barcelona,Les Corts,Pedralbes,Needs Refurb,Terraced,7,739,No,Exterior,Multiple,3390000
2548,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,3,130,No,Exterior,Floor 2,520000
2549,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Penthouse,3,142,Yes,Exterior,Floor 8,790000
2550,Barcelona,Sants-Montjuïc,La Bordeta,Needs Refurb,Flat,3,68,Yes,Exterior,Floor 1,193000
2551,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,4,134,Yes,Exterior,Floor 10,445000
2552,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Needs Refurb,Semi-Detached,6,400,No,Exterior,Multiple,2475000
2553,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,4,137,Yes,Exterior,Floor 1,795000
2554,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Needs Refurb,Flat,2,66,Yes,Exterior,Ground Floor,199000
2555,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Flat,4,124,Yes,Exterior,Floor 1,450000
2556,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,6,191,Yes,Exterior,Floor 3,1300000
2557,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,162,Yes,Exterior,Floor 1,730000
2558,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,3,118,Yes,Exterior,Floor 3,550000
2559,Barcelona,Sants-Montjuïc,La Marina De Port,Needs Refurb,Penthouse,4,145,Yes,Exterior,Floor 9,360000
2560,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,3,138,Yes,Exterior,Floor 3,760000
2561,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Penthouse,4,170,Yes,Exterior,Floor 7,1200000
2562,Barcelona,Nou Barris,Vilapicina I La Torre Llobeta,Needs Refurb,Flat,3,65,Yes,Exterior,Floor 4,179900
2563,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,3,62,Yes,Exterior,Floor 5,235000
2564,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,4,112,Yes,Exterior,Floor 3,415000
2565,Barcelona,Horta-Guinardó,Sant Genís Dels Agudells,Needs Refurb,Terraced,5,128,No,Exterior,Multiple,490000
2566,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,7,250,Yes,Exterior,Floor 3,1250000
2567,Barcelona,Les Corts,La Maternitat I Sant Ramon,Needs Refurb,Flat,1,63,No,Exterior,Floor 1,165000
2568,Barcelona,Horta-Guinardó,Horta,Needs Refurb,Flat,2,69,Yes,Exterior,Floor 3,201700
2569,Barcelona,Sant Andreu,La Sagrera,Needs Refurb,Flat,3,107,Yes,Exterior,Floor 1,315000
2570,Barcelona,Nou Barris,La Prosperitat,Needs Refurb,Flat,3,60,No,Exterior,Floor 3,142000
2571,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,3,88,Yes,Exterior,Floor 1,260000
2572,Barcelona,Sant Martí,El Poblenou,Needs Refurb,Flat,8,690,No,Exterior,Floor 1,1250000
2573,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Needs Refurb,Flat,4,75,Yes,Exterior,Floor 3,210000
2574,Barcelona,Eixample,El Fort Pienc,Needs Refurb,Flat,3,94,Yes,Exterior,Floor 1,275000
2575,Barcelona,Sant Andreu,La Sagrera,Needs Refurb,Flat,3,75,Yes,Exterior,Floor 5,200000
2576,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,3,60,No,Exterior,Mezzanine,157900
2577,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,3,118,Yes,Exterior,Floor 3,550000
2578,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,143,Yes,Exterior,Floor 3,680000
2579,Barcelona,Sants-Montjuïc,La Bordeta,Needs Refurb,Penthouse,3,77,No,Exterior,Floor 4,235000
2580,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,5,181,Yes,Exterior,Floor 6,660000
2581,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Flat,4,116,Yes,Exterior,Mezzanine,680000
2582,Barcelona,Nou Barris,La Guineueta,Needs Refurb,Flat,3,56,Yes,Exterior,Floor 2,129000
2583,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,3,114,No,Exterior,Floor 3,335000
2584,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,4,100,Yes,Interior,Floor 1,340000
2585,Barcelona,Nou Barris,Vilapicina I La Torre Llobeta,Needs Refurb,Flat,3,65,Yes,Exterior,Floor 4,179000
2586,Barcelona,Sant Martí,Sant Martí De Provençals,Needs Refurb,Flat,3,76,Yes,Exterior,Floor 5,169000
2587,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,4,100,Yes,Interior,Floor 4,420000
2588,Barcelona,Les Corts,Les Corts,Needs Refurb,Flat,4,102,Yes,Exterior,Floor 3,399000
2589,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,5,154,Yes,Exterior,Floor 4,590000
2590,Barcelona,Sant Andreu,La Sagrera,Needs Refurb,Flat,4,74,Yes,Interior,Floor 5,205000
2591,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Flat,5,150,Yes,Exterior,Floor 1,585000
2592,Barcelona,Horta-Guinardó,El Baix Guinardó,Needs Refurb,Flat,4,155,Yes,Exterior,Floor 1,400000
2593,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,6,274,Yes,Exterior,Floor 2,1190000
2594,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Flat,4,85,Yes,Interior,Mezzanine,330000
2595,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,4,101,Yes,Exterior,Floor 6,365000
2596,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,3,86,No,Exterior,Floor 3,350000
2597,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,1,71,Yes,Interior,Mezzanine,189000
2598,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,2,44,Yes,Interior,Floor 1,185000
2599,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Flat,3,60,Yes,Exterior,Floor 3,249000
2600,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Needs Refurb,Flat,1,30,No,Exterior,Floor 3,115000
2601,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,111,Yes,Exterior,Floor 3,422500
2602,Barcelona,Sant Martí,El Poblenou,Needs Refurb,Flat,3,50,Yes,Exterior,Floor 2,225000
2603,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Penthouse,3,121,Yes,Exterior,Floor 7,790000
2604,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,4,140,Yes,Exterior,Floor 1,545000
2605,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,100,Yes,Exterior,Floor 1,430000
2606,Barcelona,Sant Andreu,El Bon Pastor,Needs Refurb,Flat,3,75,Yes,Exterior,Floor 1,120000
2607,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,3,65,Yes,Exterior,Floor 7,395000
2608,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,6,338,Yes,Exterior,Floor 1,1060000
2609,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Flat,1,42,No,Interior,Ground Floor,125000
2610,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,174,Yes,Exterior,Floor 4,680000
